MMSI,BaseDateTime,LAT,LON,SOG,COG,Heading,VesselName,IMO,CallSign,VesselType,Status,Length,Width,Draft,Cargo,TransceiverClass
338075892,2024-01-01T00:00:03,43.65322,-70.25298,0,358.8,511,PILOT BOAT SPRING PT,,WDB8945,90,0,0,0,0,90,A
367669550,2024-01-01T00:00:04,46.20031,-123.38573,0,281.9,141,ALASKA CHALLENGER,IMO7938024,WDH9586,30,15,30,8,0,30,A
367118980,2024-01-01T00:00:06,29.98534,-90.40674,0,30.1,296,CAPT J A MORGAN,IMO1186680,WDD2725,31,12,115,34,3,57,A
367177840,2024-01-01T00:00:05,39.88654,-75.17649,0,304.4,511,BART TURECAMO,IMO7338808,WBR4464,52,15,33,5,0,52,A
367305420,2024-01-01T00:00:06,18.33273,-64.95229,0,332.6,511,DOROTHY MORAN,IMO7716995,WXU4654,52,0,33,11,0,52,A
338239081,2024-01-01T00:00:05,38.95731,-76.4841,0.1,111.3,511,JAHAZI,IMO0000000,,36,,12,4,,,B
367507960,2024-01-01T00:00:02,33.75386,-118.22404,0,281.8,511,DB SALTA VERDE,,WDF9705,90,3,56,15,2,90,A
636018568,2024-01-01T00:00:04,29.27798,-94.59552,10.5,140.7,143,VIVIT ALTAIS,IMO9840879,D5QH3,80,0,230,32,11.8,80,A
366847780,2024-01-01T00:00:03,30.18136,-87.67583,7.6,259,262,PACIFIC DAWN,IMO7400467,WDA7844,31,0,30,8,5,31,A
367468580,2024-01-01T00:00:04,29.97021,-90.24457,0,144.3,511,EMMA CLAIRE,,WDF5910,31,0,20,7,2,31,A
367072840,2024-01-01T00:00:02,29.5772,-90.60772,0,305.7,178,KELLY MORRISON,IMO8216485,WDC7532,34,0,60,18,13.3,34,A
368001250,2024-01-01T00:00:08,29.73652,-95.27787,0.1,351.4,161,GRAND ANN,IMO0639580,WDJ6890,52,3,97,36,3,52,A
366997450,2024-01-01T00:00:03,30.52843,-88.11744,0,306.2,511,LA BELLE,IMO0000097,WDC2767,31,0,20,16,2.5,31,A
367767310,2024-01-01T00:00:06,27.84387,-97.06975,1.4,314.5,511,MICHAEL W BEHRENS,,WDJ3363,60,0,48,16,3.3,60,A
367002380,2024-01-01T00:00:00,30.11553,-90.99878,3,16.2,511,FREEDOM_II,,WDN7105,31,15,20,9,9,31,A
366952790,2024-01-01T00:00:00,40.70003,-74.01225,0.4,303,160,GUY V MOLINARI,IMO9333486,WDB8295,60,0,100,24,4,60,A
367691010,2024-01-01T00:00:00,41.32739,-70.11074,14.6,334.3,333,WOODS HOLE,IMO9792931,WDI3700,60,0,70,18,4,60,A
368102470,2024-01-01T00:00:01,30.0623,-90.87162,5.7,285.2,511,JOANNE C,,WDK9314,52,0,23,8,3,52,A
368327980,2024-01-01T00:00:01,40.64431,-74.11334,0,360,511,HENRY GIRLS,,WDN9539,52,0,75,26,0,52,A
368055190,2024-01-01T00:00:00,29.42377,-94.72035,0,138.4,47,BRADY DAWSON,IMO1289289,WDK4438,52,12,119,34,3,52,A
367705050,2024-01-01T00:00:00,47.60772,-122.38415,5.2,308.1,302,C E,,WDI5089,31,0,30,10,3.7,31,A
367390740,2024-01-01T00:00:06,40.94998,-73.06836,0,0,511,SEAWOLF,IMO8853489,WDE7235,90,0,24,6,3.5,90,A
367409290,2024-01-01T00:00:07,43.20646,-70.44982,10.6,212.1,212,TIMOTHY L REINAUER,IMO7902049,WDE8763,52,0,138,24,8.3,57,A
316036661,2024-01-01T00:00:05,48.43215,-123.42844,0,360,511,PARKSVILLE,,CGKC,52,12,13,5,0,52,A
367526740,2024-01-01T00:00:03,29.76507,-91.73913,0,333.5,511,CAPT SHAWN D MARTINE,,WDG3504,52,12,26,10,2.9,52,A
369580000,2024-01-01T00:00:01,48.59628,-122.6038,11,78.8,75,SOUND RELIANCE,IMO9277369,WXAE,52,0,183,23,6.4,57,A
366982340,2024-01-01T00:00:05,47.26237,-122.3885,0,254.7,35,BRYNN FOSS,IMO8127567,WTT8531,52,0,30,11,6,52,A
477136800,2024-01-01T00:00:06,34.45367,-120.91487,13.4,284.7,283,COSCO KAOHSIUNG,IMO9355563,VREM3,71,0,349,46,13.8,71,A
316041898,2024-01-01T00:00:00,48.65237,-123.44927,0,218.4,58,CADBORO BAY,,,51,0,19,6,1.8,51,A
367316630,2024-01-01T00:00:04,30.70531,-88.03956,0,239.1,349,SAVANNAH,IMO9269738,WDD9810,52,0,28,10,0,52,A
369493667,2024-01-01T00:00:06,37.81045,-122.3607,0.1,360,511,CG45667,,,51,0,14,4,1,51,A
368171390,2024-01-01T00:00:09,33.74635,-118.20791,2.9,358.9,5,BROOKS M HAMILTON,,WDL8631,52,0,26,10,2.6,52,A
367186360,2024-01-01T00:00:06,29.8402,-91.95658,4.5,79.6,77,CAPT TIMMY CALLAIS,,WDD7434,31,12,27,9,3.1,31,A
636022875,2024-01-01T00:00:07,46.17595,-124.60901,15.9,353.4,352,MSC ATHOS,IMO9618317,5LKV7,71,0,300,48,10.3,71,A
367653490,2024-01-01T00:00:05,30.32442,-87.33286,0,189.8,511,CHRISTI C,IMO0000041,WDH7980,31,0,30,14,2.2,31,A
367022790,2024-01-01T00:00:04,40.53144,-74.25279,0,305.3,199,QUENAMES,,WTU9038,52,0,25,9,3,52,A
367005470,2024-01-01T00:00:04,28.86339,-96.02809,0,360,194,CREOLE RIVERS,IMO0590667,WDC3300,31,15,111,8,3,57,A
303390000,2024-01-01T00:00:02,40.67505,-74.07211,0.1,276.5,300,RN WEEKS,IMO8516079,WBV3250,33,5,90,18,6.1,33,A
367154130,2024-01-01T00:00:01,29.08452,-88.705,0.3,360,511,MR SEAMAN,IMO8964276,WCZ3468,60,0,43,9,0,60,A
368058110,2024-01-01T00:00:01,27.81828,-97.47346,5.5,107.2,105,MARK E. KUEBLER,IMO9866110,WDK4725,52,0,30,13,6.2,52,A
366945650,2024-01-01T00:00:08,35.47684,-90.00378,6.1,324.5,326,SALLY ARCHER,,WDB7650,31,12,488,55,3.1,57,A
367780660,2024-01-01T00:00:07,29.76395,-95.09827,0,244.2,231,CAPT THOMAS PAUL,,WDJ4740,52,0,21,9,2.8,57,A
367534010,2024-01-01T00:00:00,30.34199,-88.50761,0,287,271,SOPHIA GOLDING,,WDG4196,31,0,212,17,3,57,A
366971330,2024-01-01T00:00:05,43.95251,-86.79837,10.2,197.5,195,EDGAR B SPEER,IMO7625952,WDH7562,79,0,306,32,7.3,79,A
303599000,2024-01-01T00:00:04,47.6587,-122.38078,0,255.6,182,MYSTERY BAY,IMO7366831,WBD2473,30,0,30,12,2.2,37,A
369629000,2024-01-01T00:00:03,21.30506,-157.86469,0,360,511,MAJESTIC,IMO8986016,WDI7186,60,0,50,10,0,0,A
636092784,2024-01-01T00:00:00,36.86342,-75.87668,9.4,132.1,126,TUCAPEL,IMO9569970,A8VQ3,71,0,300,46,12.7,71,A
367596190,2024-01-01T00:00:06,28.75966,-95.67611,8.1,235.9,511,MISS SYDNEY,,WDH2300,31,0,21,8,2.5,31,A
367335830,2024-01-01T00:00:03,39.71715,-75.5175,0,62.7,291,MADELINE,,WDE3220,52,0,23,9,4.6,52,A
367121040,2024-01-01T00:00:03,41.54617,-82.72934,0,5.5,184,AMERICAN COURAGE,IMO7634226,WDD2879,70,0,194,21,0,70,A
367441870,2024-01-01T00:00:02,38.43081,-82.60238,0,224.2,164,GALVESTON BAY,IMO101225576,WDH3050,52,12,34,10,3,57,A
367402820,2024-01-01T00:00:04,29.69102,-91.09857,0,199.7,511,LESLIE,IMO1218576,WDE8208,31,0,12,16,3.3,31,A
367145380,2024-01-01T00:00:03,30.08079,-93.33392,0,360,38,MATTHEW JAMES,IMO1191229,WDD4491,31,0,213,16,3,57,A
367004080,2024-01-01T00:00:02,29.68042,-91.47041,0.9,334.7,297,WALTER,IMO5385613,WDF2436,52,12,22,10,3.3,52,A
367053940,2024-01-01T00:00:01,29.78872,-95.0655,0,233.9,301,CAPT BILLY J VERDIN,IMO9360056,WDC6278,52,0,24,10,3.2,57,A
368286050,2024-01-01T00:00:01,40.73608,-74.02712,0,360,511,NJSP 2802,,WDN4990,55,0,10,5,0,55,A
367469690,2024-01-01T00:00:07,29.78008,-92.1852,0,292.4,511,DOUG II,,WDM8765,60,10,19,5,0,60,A
367576110,2024-01-01T00:00:06,33.35082,-118.31478,0.1,342.4,511,SENTINEL,IMO8963741,WDG8305,60,0,27,7,2.3,60,A
367785950,2024-01-01T00:00:00,30.32582,-87.30803,0.6,99.2,186,ROBERT M WHITE,IMO1276349,WDJ5263,33,3,65,14,0,33,A
367437420,2024-01-01T00:00:05,31.12669,-91.62709,8.6,183.2,180,CAPTAIN EARL DEVALL,,WDF3224,31,12,21,8,2.7,57,A
368009780,2024-01-01T00:00:05,40.5393,-74.2542,0,307.2,163,SEELEY,IMO8987113,WDJ7752,52,0,24,9,3.3,52,A
367757690,2024-01-01T00:00:04,38.40361,-82.55635,0,360,511,ELGERCLIFF,,WBF5242,52,0,16,8,5.5,52,A
367371850,2024-01-01T00:00:02,40.67083,-74.04283,3.1,46,36,GEORGE HOLLAND,IMO9544243,WDE5807,31,5,32,10,4.2,31,A
368013040,2024-01-01T00:00:01,48.17728,-122.80258,9.6,110,109,TODD E PROPHET,IMO9840740,WDJ8094,31,0,162,24,6.2,31,A
367127110,2024-01-01T00:00:08,29.80278,-95.06532,3.8,111.7,511,CHERYL K,IMO100686919,WDD3191,31,0,15,6,2.5,31,A
369970832,2024-01-01T00:00:08,38.65769,-76.52829,0,345.1,511,NRL TEST 03,,,35,0,30,10,3,35,A
367685130,2024-01-01T00:00:06,29.76622,-95.09184,0,348.1,321,AMERICAN CENTURY,,WDI3115,52,12,24,12,2.9,57,A
316011603,2024-01-01T00:00:06,49.22213,-122.83936,0,360,511,QUADRANT PARTNER,IMO7406643,CFH8165,31,0,20,7,1.5,57,A
367514520,2024-01-01T00:00:07,27.86375,-97.16525,0,309.9,511,VICKI LYNN,,WDG2326,31,0,18,7,2.2,31,A
338255000,2024-01-01T00:00:04,27.95322,-82.44185,0,4.6,511,CROSBY SKIPPER,IMO9231353,WDK7787,52,0,47,15,6.1,52,A
316039402,2024-01-01T00:00:03,48.65205,-123.39496,0,178.3,182,PACIFIC CHALLENGER,,,40,9,10,4,0,40,A
338343000,2024-01-01T00:00:10,41.18652,-72.33319,6.9,243.7,244,GENESIS VISION,IMO8973916,WDG9349,31,11,136,20,4.9,57,A
636012629,2024-01-01T00:00:00,27.81085,-97.24973,11.4,269,269,ICE VICTORY,IMO9301744,A8GR2,80,0,229,32,7.5,80,A
368083560,2024-01-01T00:00:06,29.74011,-95.114,6.1,252.1,247,TOM GREEN,,WDK7348,52,0,23,10,2.3,57,A
366999332,2024-01-01T00:00:07,29.57342,-89.80193,0,193.9,511,KENT,,AEKK,31,15,25,10,2.7,31,A
636020941,2024-01-01T00:00:04,18.87331,-64.04359,8,91.9,88,MIRADOR EXPRESS,IMO9243174,5LBM5,79,0,243,32,8,79,A
338617000,2024-01-01T00:00:03,27.59489,-82.9502,10.7,82.8,83,PENNSYLVANIA,IMO9486958,WAPZ,80,0,182,32,10.3,80,A
368278450,2024-01-01T00:00:00,40.98515,-70.62882,5.5,50.1,55,EARL W REDD,IMO9824899,WDN4160,31,0,37,10,5.6,31,A
369970480,2024-01-01T00:00:05,38.98405,-76.4675,0,289.4,339,YP-706,,NFED,99,0,36,8,3,99,A
368016260,2024-01-01T00:00:00,29.67458,-91.22903,0,360,511,CAPT. BUFORD BERRY,,WDJ8426,33,3,26,14,0,33,A
367110550,2024-01-01T00:00:00,42.24677,-70.96676,0,143,511,JAMES K GOODWIN,,WDJ7743,60,0,32,9,3,60,A
367306860,2024-01-01T00:00:03,30.39124,-81.62488,14.7,19.5,511,SEWELLS POINT,IMO7517856,WYJ6341,52,0,28,8,5,52,A
367765950,2024-01-01T00:00:02,38.08304,-90.20369,0,156.3,307,MABEL C ETHERIDGE,,WDJ3221,31,0,109,16,2.8,57,A
367311480,2024-01-01T00:00:02,30.08396,-90.91185,0,360,511,CRISTO SANTO,,WDD9440,52,0,20,8,3.4,52,A
368144320,2024-01-01T00:00:01,29.75482,-91.60046,4.4,326.1,318,MIKE MITCHELL,,WDL5774,31,12,24,9,3.1,31,A
366967710,2024-01-01T00:00:01,30.04918,-90.537,0,106,5,TEXAS STAR,IMO0000311,WDK9920,52,0,20,9,2.9,52,A
368261890,2024-01-01T00:00:07,34.21487,-77.81431,0,357.4,511,TIME-LAPSE,IMO0000000,WDN2415,37,,11,4,,,B
367668570,2024-01-01T00:00:08,48.75516,-122.50379,0,360,511,VIKING LEADER,IMO0000000,WDH9486,30,,20,4,,,B
367653530,2024-01-01T00:00:08,29.51971,-94.88384,0,244.2,511,LILY C,,WDK2925,31,0,16,11,2.2,31,A
367700790,2024-01-01T00:00:06,47.60972,-122.2099,0,360,511,THE LIBRARY,IMO0000000,WDI4663,37,,15,4,,,B
338482000,2024-01-01T00:00:06,29.137,-90.2022,0,355.9,342,HARVEY HERMES,IMO9787314,KHGP,90,0,85,18,5.5,90,A
368131890,2024-01-01T00:00:05,29.37246,-94.89284,0,20,88,AYDEN PHILIP,IMO1001281793,WDL4486,57,0,115,34,3.1,57,A
345090011,2024-01-01T00:00:04,39.22292,-74.14336,0.3,261.4,255,HOS BROWNING,IMO9587398,XCBK8,99,3,89,18,5.4,99,A
366972620,2024-01-01T00:00:03,21.31014,-157.8692,0.1,352.2,511,MIKIOI,IMO8987723,WDH9684,52,0,22,10,4.3,52,A
366983140,2024-01-01T00:00:03,29.93661,-90.33439,0.1,197.8,511,TEXAS,,WCZ9220,52,0,32,10,0,52,A
368218980,2024-01-01T00:00:01,44.82655,-87.37765,0,320,39,DAVID R. SCHANOCK,IMO7939638,WDM5761,31,12,23,8,3,31,A
367686010,2024-01-01T00:00:00,29.46019,-94.84749,5.7,337.2,335,MARY EMMA,IMO7400479,WDI3216,31,0,33,10,0,31,A
366953860,2024-01-01T00:00:06,31.40172,-91.4805,4.5,308.9,318,KENT W. FREEMAN,IMO0002951,WDK9288,31,12,414,43,2.9,57,A
316034963,2024-01-01T00:00:08,49.22145,-122.88847,0,212.1,42,SEA IMP XI,,CFFC,52,0,16,6,3.6,52,A
367413340,2024-01-01T00:00:09,29.85613,-90.0179,6.2,32,511,MISS LINDA C,,WDE9092,52,0,17,4,0,52,A
368316490,2024-01-01T00:00:00,29.75081,-95.09531,6.4,36.3,39,AURORA,IMO1016367,WDN8325,52,0,26,13,4.5,52,A
366993380,2024-01-01T00:00:00,29.95837,-93.85992,0,22,511,GRACE NICOLE,,WDC2451,31,12,121,34,3.4,57,A
368085860,2024-01-01T00:00:05,29.7068,-93.84916,0.1,353.8,345,MICHAEL L.DAIGLE,IMO8973095,WDK7589,31,0,30,10,4,31,A
319874000,2024-01-01T00:00:02,18.57827,-67.03145,11.7,273.5,274,AMANTI,IMO1007275,ZCIT,37,0,50,10,3.3,37,A
367751050,2024-01-01T00:00:02,30.37168,-91.23849,7.2,46.1,45,CHAD PREGRACKE,,WDI9674,31,12,483,44,3.6,57,A
367012660,2024-01-01T00:00:01,39.84676,-75.26194,0,297.4,511,SALLY,IMO8973019,WDC3701,52,0,24,10,4,52,A
366921830,2024-01-01T00:00:01,29.74256,-95.1602,6.8,117,124,MATTHEW K,IMO8962474,WCZ9961,52,0,30,12,4.9,52,A
538009781,2024-01-01T00:00:07,29.9598,-90.23132,9,316,316,ANGEL STAR,IMO9292345,V7A5154,89,0,180,32,12,89,A
366982170,2024-01-01T00:00:08,32.68668,-117.13334,0,360,511,C-TRACTOR 7,IMO8875425,WCO4110,52,0,25,10,0,52,A
367367620,2024-01-01T00:00:03,28.62752,-96.09788,4.6,237.1,511,RESURRECTION,IMO1001212046,WDE5499,31,12,176,18,3,57,A
367093520,2024-01-01T00:00:07,30.39302,-81.40506,0,46.5,511,C-TRACTOR 12,IMO9132181,WCW5016,31,0,32,14,0.6,0,A
368097560,2024-01-01T00:00:03,29.97317,-93.84726,0,354.6,333,DEAF SMITH,IMO1222394,WDK8804,52,12,115,34,2.5,52,A
367649810,2024-01-01T00:00:03,41.70555,-87.55115,0,63.5,85,JOHN MARSHALL,IMO7223261,WDH7606,31,5,30,9,4.5,31,A
368215660,2024-01-01T00:00:01,31.14761,-91.60982,6.8,66.8,53,LAURA BLESSEY TODD,,WDM5411,31,12,303,18,2.6,57,A
368206850,2024-01-01T00:00:07,29.34472,-90.21341,0,207,511,ABBY KATE,,WDM4485,31,8,18,8,0,0,A
368185620,2024-01-01T00:00:05,39.25578,-76.53493,0,12.2,511,FELLS POINT,,WDM2158,50,0,15,5,1.3,50,A
367442150,2024-01-01T00:00:07,29.12743,-88.77933,0.2,19.4,4,JON CADE,IMO9553165,WDF3627,60,0,58,10,2.5,0,A
367082130,2024-01-01T00:00:03,39.26899,-76.58088,0,306.7,206,TIMOTHY MCALLISTER,IMO8997895,WDC8133,31,0,31,10,3.8,31,A
212719000,2024-01-01T00:00:02,34.52975,-120.94588,10.4,327.2,322,TROODOS SUN,IMO9698238,5BKB4,70,0,228,35,12.5,70,A
366902120,2024-01-01T00:00:00,40.69881,-74.14898,0,219.5,292,SARAH ANN,IMO8896971,WDF3387,52,12,24,9,3,52,A
367463310,2024-01-01T00:00:01,48.49317,-122.6814,0,204.7,511,ZORRO,,WDF5447,37,0,23,6,2.2,37,A
367050160,2024-01-01T00:00:03,46.75197,-92.13539,0,319.8,137,BURNS HARBOR,IMO7514713,WDC6027,70,0,330,34,8.3,70,A
367090590,2024-01-01T00:00:04,30.36063,-89.09193,0,253.7,511,CATHERINE B,IMO8983428,WCW4128,52,15,30,9,0,52,A
368044440,2024-01-01T00:00:02,29.75782,-95.09696,0,33,113,DIMMIT,,WDK3355,52,12,84,12,2.6,57,A
369970440,2024-01-01T00:00:08,38.58913,-90.20601,0,72.2,511,MV PATHFINDER USACE,IMO8891077,AEBQ,59,0,21,8,8,59,A
366996340,2024-01-01T00:00:04,30.07088,-94.04826,0,225.7,511,PALO DURO,,WDC2680,52,0,18,8,2.9,57,A
367100370,2024-01-01T00:00:01,38.78275,-75.12035,0.1,281.7,511,PILOT LEWES,,WDC9301,50,15,15,4,0,50,A
367638110,2024-01-01T00:00:02,29.97349,-90.39948,0,360,511,RAYMOND GRANT ECKSTE,,WDH6452,31,12,113,16,2.8,57,A
538007479,2024-01-01T00:00:06,37.68875,-122.69553,6,356,7,HYUNDAI COURAGE,IMO9347542,V7PP4,70,0,340,46,12.5,70,A
367693470,2024-01-01T00:00:05,26.26741,-80.08474,0,222.1,3,HATTRICK,,WDK7963,30,0,22,0,2,30,A
366959090,2024-01-01T00:00:07,29.78205,-95.09972,0,219.9,511,DANIELLE,IMO7329015,WDB8475,52,0,17,7,2.3,52,A
367314520,2024-01-01T00:00:02,36.79934,-76.2954,0,324.1,340,TUCKAHOE,IMO9452713,WDD9657,32,0,30,8,3.8,32,A
368786000,2024-01-01T00:00:08,32.66416,-117.12077,0,205.2,511,US GOVT VESSEL,,NPHB,79,0,173,25,0,79,A
477133500,2024-01-01T00:00:02,38.07199,-124.0489,13.1,328.2,327,BELLE PLAINE,IMO9638434,VRNA5,70,0,180,30,6.6,70,A
366963390,2024-01-01T00:00:09,38.21516,-90.35436,4.4,337.4,333,RICHARD E WAUGH,,WDL2053,31,12,418,43,2.8,57,A
367309210,2024-01-01T00:00:00,29.94637,-90.00788,7.8,138.2,150,CREOLE QUEEN,IMO0001103,WDK5102,60,0,51,12,3,60,A
367764630,2024-01-01T00:00:07,29.75086,-95.10008,0,135.1,236,COLE GUIDRY,IMO101274226,WDJ3088,57,0,24,11,3,57,A
367595560,2024-01-01T00:00:02,30.10357,-90.96026,0,338,261,CAPT TOMMY PARRISH,IMO101250407,WDH2235,31,0,40,12,2.7,31,A
368148790,2024-01-01T00:00:02,29.73653,-95.12289,7.3,62.3,60,JACKSON FOSTER,IMO1272291,WDL6239,31,5,80,12,2.7,57,A
367336190,2024-01-01T00:00:01,40.64132,-74.13,0,301.5,204,LAURA K MORAN,IMO9415765,WDE3239,32,0,28,9,4.2,32,A
368092860,2024-01-01T00:00:06,27.87948,-97.04396,0,96.6,177,THIBODAUX,,WDK8305,52,0,113,32,3,57,A
367027570,2024-01-01T00:00:05,33.43673,-118.26847,7,189,191,DEBRA C,IMO7129817,WDM8821,31,0,40,10,5,31,A
319195600,2024-01-01T00:00:02,18.33506,-64.92108,0,186.7,302,CLUB M,IMO9906116,ZGKJ6,37,0,40,8,2.2,37,A
366938710,2024-01-01T00:00:01,41.86471,-81.91278,11.7,82.9,81,AMERICAN MARINER,IMO7812567,WQZ7791,70,0,222,23,6.7,70,A
367350190,2024-01-01T00:00:02,29.84496,-91.89283,4.3,89.9,90,JOSEPH F MORRISON,,WDE4209,31,12,209,18,3,57,A
477131700,2024-01-01T00:00:00,37.22424,-76.14015,9.3,197.5,198,SHANDONG FU HUI,IMO9734733,VRRE4,70,0,229,32,14.4,70,A
366867370,2024-01-01T00:00:06,36.92225,-76.18778,0,360,511,COOPER RIVER,,WDA9638,60,0,15,5,1.8,60,A
367588960,2024-01-01T00:00:07,29.96793,-93.85959,0,165.1,511,HOUSTON FORET,IMO100633661,WDG9555,52,12,18,8,2.5,57,A
367503920,2024-01-01T00:00:07,29.77152,-95.10205,0,214.3,511,BROOKE BANTA,,WDF9317,52,15,21,9,0,52,A
366996310,2024-01-01T00:00:07,32.94262,-79.92596,5.2,355.4,511,ISLAND BOY,,WDK5844,31,0,18,7,2.6,57,A
367728750,2024-01-01T00:00:05,29.37581,-94.86897,0,21,286,LAVACA,,WNH3889,31,0,119,34,2.9,57,A
316052438,2024-01-01T00:00:00,49.28735,-123.40837,36.9,76.5,77,STHUQI,IMO9854882,CFA4121,60,0,42,12,1.5,60,A
367338430,2024-01-01T00:00:03,29.93585,-90.22209,0,227.9,511,TERREL WILLIAMS,,WDE3390,31,12,19,8,2.8,31,A
354269000,2024-01-01T00:00:03,37.31027,-123.10367,11.8,10,15,GINGA LION,IMO9278727,H3RU,82,0,160,27,6.7,82,A
367030060,2024-01-01T00:00:00,30.313,-89.24231,0,263.6,511,BACKDRAFT,,WDC4756,60,0,37,6,2,60,A
368073280,2024-01-01T00:00:07,29.78102,-95.10024,0,319.4,183,RYDER JAMES DEVALL,,WDK6308,31,15,19,8,0,0,A
368274380,2024-01-01T00:00:00,30.98824,-91.66036,5.1,31.1,36,ERIC LIVINGSTON,IMO1327112,WDN3720,57,12,216,16,3.1,57,A
367691950,2024-01-01T00:00:00,29.72997,-95.02933,3.4,93.8,511,ROY MICHAEL,IMO101263752,WDI3791,31,12,114,34,3.1,57,A
366874110,2024-01-01T00:00:05,29.31229,-94.80523,0,298.9,511,PETITE,IMO8769810,WDB2268,99,0,22,17,2.6,99,A
368230010,2024-01-01T00:00:08,30.51221,-91.1954,0,321.4,511,CAPTAIN WALTER,IMO1321262,WDM7001,52,12,18,8,0,52,A
316001698,2024-01-01T00:00:06,46.90557,-85.2679,11.5,114.6,116,ALGOMA TRANSPORT,IMO7711737,VCLX,79,0,223,23,8,79,A
367479930,2024-01-01T00:00:05,29.75076,-95.1643,0,160.2,151,MR BENNETT,,WDF6985,52,0,20,9,2.6,52,A
367583670,2024-01-01T00:00:07,29.67547,-89.95925,3.2,2.4,511,RACHEL ALEXANDRA,,WDG9038,52,5,18,7,2.6,52,A
353327000,2024-01-01T00:00:01,18.33279,-64.95309,0,8.5,199,GRAPETREE BAY,IMO8133968,HO8940,52,5,30,10,3.5,52,A
367743760,2024-01-01T00:00:07,30.06494,-90.89104,0,173,312,SANDY B,,WDJ2318,30,0,67,18,2.5,57,A
367608470,2024-01-01T00:00:01,29.95658,-90.39118,0,31.1,337,SAN SALVADOR,IMO5245370,WDH3551,31,12,116,34,3,57,A
367699340,2024-01-01T00:00:03,40.64642,-80.49989,0,132.7,511,ARTHUR E SNIDER,,WDI4504,32,12,48,12,2.6,32,A
367702040,2024-01-01T00:00:07,30.00973,-90.82935,0,83,354,CAPT BUCK LAY,,WDI4792,31,0,51,13,3.1,31,A
367016010,2024-01-01T00:00:05,27.84416,-97.06524,0,360,511,HENRY T,IMO100561688,WDC3903,31,15,15,7,2,31,A
316011905,2024-01-01T00:00:04,43.77286,-78.55798,11.9,68.4,68,ROBERT S PIERSON,IMO7366403,CFN4934,79,0,192,21,6.2,79,A
367558650,2024-01-01T00:00:04,37.82916,-76.27911,0,276.3,511,RAPPAHANNOCK,IMO8115710,WDG6592,30,0,54,12,4.2,30,A
367774150,2024-01-01T00:00:07,38.58857,-90.19826,0,328.3,52,SCF MARINER,,WDJ4074,31,12,111,33,3.2,57,A
357659000,2024-01-01T00:00:06,29.73232,-89.99588,11.1,137.8,139,CARNIVAL GLORY,IMO9198367,3FPS9,60,0,290,44,8.3,60,A
368272090,2024-01-01T00:00:03,29.74113,-95.15897,1.2,256.5,286,JACQUES-IMO,,WDN3483,52,12,86,16,3,57,A
367776410,2024-01-01T00:00:02,37.81627,-122.37309,0,360,511,SAMMY J,,WDJ4308,60,0,16,6,0.7,60,A
366951730,2024-01-01T00:00:00,37.79254,-122.28166,0,310,272,JEFFREY M,,WSX6846,52,0,26,8,0,52,A
368010420,2024-01-01T00:00:00,41.12328,-73.87843,5.4,3.8,2,KRISTIN POLING,IMO9378759,WDJ7820,31,0,134,24,5.2,57,A
367028880,2024-01-01T00:00:03,29.79348,-95.06677,0,207.7,511,DINO JOHN,,WCX6387,52,0,25,8,3.1,52,A
367362960,2024-01-01T00:00:02,29.71312,-93.85934,0,263.9,326,ST PADRE PIO,IMO8731318,WDE5168,31,12,207,22,2.8,57,A
367664870,2024-01-01T00:00:02,35.08258,-90.14209,0,299.2,511,JOY WEPFER,,WDH9126,31,0,20,8,0,31,A
636017780,2024-01-01T00:00:01,29.45862,-89.64023,11.1,280,280,OCEAN KNIGHT,IMO9453248,A8XD4,70,0,190,32,6.5,70,A
367766220,2024-01-01T00:00:01,39.1728,-76.41905,0.1,113.7,511,DALE PYATT,IMO131462900,WDJ3256,70,3,50,20,2.3,33,A
316002974,2024-01-01T00:00:07,49.12304,-123.18143,0,308.7,511,VIKING LEADER,,CY9299,30,0,18,8,3,30,A
368184980,2024-01-01T00:00:07,29.75855,-95.09988,0,294.3,19,HOUSTON HONOR,IMO1311726,WDM2086,57,5,81,12,3.1,52,A
367001890,2024-01-01T00:00:02,28.41407,-80.61137,0,262,511,MISS JUANITA,,WDC3039,52,0,9,17,2.2,52,A
367703790,2024-01-01T00:00:02,29.76462,-95.08832,2.8,146.2,323,AMERICAN PROGRESS,,WDI4961,31,12,116,18,2.8,57,A
368280920,2024-01-01T00:00:05,29.3137,-94.78601,0,272.1,176,BRIANNA MARIE,IMO1325578,WDN4428,52,0,20,9,2.8,52,A
368174490,2024-01-01T00:00:08,30.02261,-90.47619,0,311.1,511,ROCK SOLID,,WDL8951,31,13,9,8,0,31,A
367419590,2024-01-01T00:00:09,21.28694,-157.84308,0.1,153.4,61,STARR,,WDE9642,37,5,24,6,2,37,A
367791550,2024-01-01T00:00:09,40.70425,-73.97664,0,215.8,111,FLYER,,WDJ5814,60,0,26,8,2,60,A
367119340,2024-01-01T00:00:10,41.07377,-71.9376,0,99.4,511,HEATHER LYNN,IMO8409989,WXX7462,30,15,26,7,0,0,A
366823870,2024-01-01T00:00:06,29.81676,-90.00591,0,2.7,511,MISS CLO,,WDA5789,30,0,12,4,0,30,A
368113370,2024-01-01T00:00:05,35.08672,-90.08944,0,63.8,212,OUIZEE,,WDL2577,31,12,26,10,3.4,31,A
367562810,2024-01-01T00:00:04,29.75836,-95.0933,0.6,168.7,287,GARY REED,,WDG6997,31,0,119,34,3,52,A
